DataSeries,period_raw,value,date,is_missing,is_zero,lag_1,pct_change,is_outlier_iqr,lower_bound,upper_bound
Construction,1990Apr,202,1990-04-01,False,False,239.0,-0.15481171548117156,False,98.5,422.5
Construction,1990May,233,1990-05-01,False,False,202.0,0.15346534653465338,False,98.5,422.5
Construction,1990Jun,205,1990-06-01,False,False,233.0,-0.12017167381974247,False,98.5,422.5
Construction,1990Jul,218,1990-07-01,False,False,205.0,0.06341463414634152,False,98.5,422.5
Construction,1990Aug,220,1990-08-01,False,False,218.0,0.00917431192660545,False,98.5,422.5
Construction,1990Sep,193,1990-09-01,False,False,220.0,-0.12272727272727268,False,98.5,422.5
Construction,1990Oct,216,1990-10-01,False,False,193.0,0.11917098445595853,False,98.5,422.5
Construction,1990Nov,187,1990-11-01,False,False,216.0,-0.1342592592592593,False,98.5,422.5
Construction,1990Dec,141,1990-12-01,False,False,187.0,-0.2459893048128342,False,98.5,422.5
Construction,1991Jan,250,1991-01-01,False,False,141.0,0.7730496453900708,False,98.5,422.5
Construction,1991Feb,220,1991-02-01,False,False,250.0,-0.12,False,98.5,422.5
Construction,1991Mar,276,1991-03-01,False,False,220.0,0.25454545454545463,False,98.5,422.5
Construction,1991Apr,341,1991-04-01,False,False,276.0,0.23550724637681153,False,98.5,422.5
Construction,1991May,326,1991-05-01,False,False,341.0,-0.04398826979472137,False,98.5,422.5
Construction,1991Jun,263,1991-06-01,False,False,326.0,-0.19325153374233128,False,98.5,422.5
Construction,1991Jul,326,1991-07-01,False,False,263.0,0.23954372623574138,False,98.5,422.5
Construction,1991Aug,303,1991-08-01,False,False,326.0,-0.07055214723926384,False,98.5,422.5
Construction,1991Sep,219,1991-09-01,False,False,303.0,-0.27722772277227725,False,98.5,422.5
Construction,1991Oct,216,1991-10-01,False,False,219.0,-0.013698630136986356,False,98.5,422.5
Construction,1991Nov,205,1991-11-01,False,False,216.0,-0.05092592592592593,False,98.5,422.5
Construction,1991Dec,174,1991-12-01,False,False,205.0,-0.15121951219512197,False,98.5,422.5
Construction,1992Jan,217,1992-01-01,False,False,174.0,0.24712643678160928,False,98.5,422.5
Construction,1992Feb,257,1992-02-01,False,False,217.0,0.18433179723502313,False,98.5,422.5
Construction,1992Mar,268,1992-03-01,False,False,257.0,0.04280155642023353,False,98.5,422.5
Construction,1992Apr,212,1992-04-01,False,False,268.0,-0.20895522388059706,False,98.5,422.5
Construction,1992May,237,1992-05-01,False,False,212.0,0.11792452830188682,False,98.5,422.5
Construction,1992Jun,241,1992-06-01,False,False,237.0,0.016877637130801704,False,98.5,422.5
Construction,1992Jul,238,1992-07-01,False,False,241.0,-0.012448132780082943,False,98.5,422.5
Construction,1992Aug,225,1992-08-01,False,False,238.0,-0.054621848739495826,False,98.5,422.5
Construction,1992Sep,240,1992-09-01,False,False,225.0,0.06666666666666665,False,98.5,422.5
Construction,1992Oct,239,1992-10-01,False,False,240.0,-0.004166666666666652,False,98.5,422.5
Construction,1992Nov,217,1992-11-01,False,False,239.0,-0.09205020920502094,False,98.5,422.5
Construction,1992Dec,203,1992-12-01,False,False,217.0,-0.06451612903225812,False,98.5,422.5
Construction,1993Jan,180,1993-01-01,False,False,203.0,-0.11330049261083741,False,98.5,422.5
Construction,1993Feb,344,1993-02-01,False,False,180.0,0.9111111111111112,False,98.5,422.5
Construction,1993Mar,308,1993-03-01,False,False,344.0,-0.10465116279069764,False,98.5,422.5
Construction,1993Apr,271,1993-04-01,False,False,308.0,-0.12012987012987009,False,98.5,422.5
Construction,1993May,282,1993-05-01,False,False,271.0,0.040590405904058935,False,98.5,422.5
Construction,1993Jun,257,1993-06-01,False,False,282.0,-0.08865248226950351,False,98.5,422.5
Construction,1993Jul,269,1993-07-01,False,False,257.0,0.04669260700389111,False,98.5,422.5
Construction,1993Aug,268,1993-08-01,False,False,269.0,-0.0037174721189591198,False,98.5,422.5
Construction,1993Sep,246,1993-09-01,False,False,268.0,-0.08208955223880599,False,98.5,422.5
Construction,1993Oct,265,1993-10-01,False,False,246.0,0.0772357723577235,False,98.5,422.5
Construction,1993Nov,242,1993-11-01,False,False,265.0,-0.08679245283018866,False,98.5,422.5
Construction,1993Dec,229,1993-12-01,False,False,242.0,-0.05371900826446285,False,98.5,422.5
Construction,1994Jan,208,1994-01-01,False,False,229.0,-0.09170305676855894,False,98.5,422.5
Construction,1994Feb,258,1994-02-01,False,False,208.0,0.24038461538461542,False,98.5,422.5
Construction,1994Mar,324,1994-03-01,False,False,258.0,0.2558139534883721,False,98.5,422.5
Construction,1994Apr,284,1994-04-01,False,False,324.0,-0.12345679012345678,False,98.5,422.5
Construction,1994May,249,1994-05-01,False,False,284.0,-0.12323943661971826,False,98.5,422.5
Construction,1994Jun,278,1994-06-01,False,False,249.0,0.11646586345381515,False,98.5,422.5
Construction,1994Jul,289,1994-07-01,False,False,278.0,0.03956834532374098,False,98.5,422.5
Construction,1994Aug,268,1994-08-01,False,False,289.0,-0.0726643598615917,False,98.5,422.5
Construction,1994Sep,275,1994-09-01,False,False,268.0,0.026119402985074647,False,98.5,422.5
Construction,1994Oct,277,1994-10-01,False,False,275.0,0.0072727272727273196,False,98.5,422.5
Construction,1994Nov,243,1994-11-01,False,False,277.0,-0.12274368231046928,False,98.5,422.5
Construction,1994Dec,224,1994-12-01,False,False,243.0,-0.07818930041152261,False,98.5,422.5
Construction,1995Jan,252,1995-01-01,False,False,224.0,0.125,False,98.5,422.5
Construction,1995Feb,263,1995-02-01,False,False,252.0,0.04365079365079372,False,98.5,422.5
Construction,1995Mar,373,1995-03-01,False,False,263.0,0.41825095057034223,False,98.5,422.5
Construction,1995Apr,324,1995-04-01,False,False,373.0,-0.13136729222520105,False,98.5,422.5
Construction,1995May,291,1995-05-01,False,False,324.0,-0.10185185185185186,False,98.5,422.5
Construction,1995Jun,320,1995-06-01,False,False,291.0,0.09965635738831624,False,98.5,422.5
Construction,1995Jul,313,1995-07-01,False,False,320.0,-0.021874999999999978,False,98.5,422.5
Construction,1995Aug,265,1995-08-01,False,False,313.0,-0.15335463258785942,False,98.5,422.5
Construction,1995Sep,281,1995-09-01,False,False,265.0,0.060377358490566024,False,98.5,422.5
Construction,1995Oct,299,1995-10-01,False,False,281.0,0.06405693950177938,False,98.5,422.5
Construction,1995Nov,307,1995-11-01,False,False,299.0,0.026755852842809347,False,98.5,422.5
Construction,1995Dec,262,1995-12-01,False,False,307.0,-0.14657980456026054,False,98.5,422.5
Construction,1996Jan,322,1996-01-01,False,False,262.0,0.2290076335877862,False,98.5,422.5
Construction,1996Feb,281,1996-02-01,False,False,322.0,-0.1273291925465838,False,98.5,422.5
Construction,1996Mar,459,1996-03-01,False,False,281.0,0.6334519572953736,True,98.5,422.5
Construction,1996Apr,373,1996-04-01,False,False,459.0,-0.18736383442265792,False,98.5,422.5
Construction,1996May,358,1996-05-01,False,False,373.0,-0.04021447721179627,False,98.5,422.5
Construction,1996Jun,348,1996-06-01,False,False,358.0,-0.027932960893854775,False,98.5,422.5
Construction,1996Jul,407,1996-07-01,False,False,348.0,0.16954022988505746,False,98.5,422.5
Construction,1996Aug,339,1996-08-01,False,False,407.0,-0.16707616707616713,False,98.5,422.5
Construction,1996Sep,334,1996-09-01,False,False,339.0,-0.014749262536873142,False,98.5,422.5
Construction,1996Oct,424,1996-10-01,False,False,334.0,0.2694610778443114,True,98.5,422.5
Construction,1996Nov,323,1996-11-01,False,False,424.0,-0.2382075471698113,False,98.5,422.5
Construction,1996Dec,299,1996-12-01,False,False,323.0,-0.07430340557275539,False,98.5,422.5
Construction,1997Jan,334,1997-01-01,False,False,299.0,0.11705685618729089,False,98.5,422.5
Construction,1997Feb,322,1997-02-01,False,False,334.0,-0.0359281437125748,False,98.5,422.5
Construction,1997Mar,446,1997-03-01,False,False,322.0,0.3850931677018634,True,98.5,422.5
Construction,1997Apr,374,1997-04-01,False,False,446.0,-0.16143497757847536,False,98.5,422.5
Construction,1997May,384,1997-05-01,False,False,374.0,0.02673796791443861,False,98.5,422.5
Construction,1997Jun,349,1997-06-01,False,False,384.0,-0.09114583333333337,False,98.5,422.5
Construction,1997Jul,364,1997-07-01,False,False,349.0,0.042979942693409656,False,98.5,422.5
Construction,1997Aug,316,1997-08-01,False,False,364.0,-0.13186813186813184,False,98.5,422.5
Construction,1997Sep,338,1997-09-01,False,False,316.0,0.06962025316455689,False,98.5,422.5
Construction,1997Oct,303,1997-10-01,False,False,338.0,-0.10355029585798814,False,98.5,422.5
Construction,1997Nov,276,1997-11-01,False,False,303.0,-0.08910891089108908,False,98.5,422.5
Construction,1997Dec,232,1997-12-01,False,False,276.0,-0.1594202898550725,False,98.5,422.5
Construction,1998Jan,209,1998-01-01,False,False,232.0,-0.09913793103448276,False,98.5,422.5
Construction,1998Feb,339,1998-02-01,False,False,209.0,0.6220095693779903,False,98.5,422.5
Construction,1998Mar,336,1998-03-01,False,False,339.0,-0.008849557522123908,False,98.5,422.5
Construction,1998Apr,325,1998-04-01,False,False,336.0,-0.03273809523809523,False,98.5,422.5
Construction,1998May,278,1998-05-01,False,False,325.0,-0.1446153846153846,False,98.5,422.5
Construction,1998Jun,296,1998-06-01,False,False,278.0,0.06474820143884896,False,98.5,422.5
Construction,1998Jul,309,1998-07-01,False,False,296.0,0.04391891891891886,False,98.5,422.5
Construction,1998Aug,301,1998-08-01,False,False,309.0,-0.02588996763754048,False,98.5,422.5
Construction,1998Sep,244,1998-09-01,False,False,301.0,-0.18936877076411962,False,98.5,422.5
Construction,1998Oct,313,1998-10-01,False,False,244.0,0.2827868852459017,False,98.5,422.5
Construction,1998Nov,278,1998-11-01,False,False,313.0,-0.11182108626198084,False,98.5,422.5
Construction,1998Dec,284,1998-12-01,False,False,278.0,0.021582733812949728,False,98.5,422.5
Construction,1999Jan,252,1999-01-01,False,False,284.0,-0.11267605633802813,False,98.5,422.5
Construction,1999Feb,234,1999-02-01,False,False,252.0,-0.0714285714285714,False,98.5,422.5
Construction,1999Mar,398,1999-03-01,False,False,234.0,0.7008547008547008,False,98.5,422.5
Construction,1999Apr,405,1999-04-01,False,False,398.0,0.017587939698492372,False,98.5,422.5
Construction,1999May,381,1999-05-01,False,False,405.0,-0.059259259259259234,False,98.5,422.5
Construction,1999Jun,323,1999-06-01,False,False,381.0,-0.15223097112860895,False,98.5,422.5
Construction,1999Jul,371,1999-07-01,False,False,323.0,0.14860681114551078,False,98.5,422.5
Construction,1999Aug,323,1999-08-01,False,False,371.0,-0.12938005390835583,False,98.5,422.5
Construction,1999Sep,325,1999-09-01,False,False,323.0,0.006191950464396356,False,98.5,422.5
Construction,1999Oct,340,1999-10-01,False,False,325.0,0.04615384615384621,False,98.5,422.5
Construction,1999Nov,275,1999-11-01,False,False,340.0,-0.19117647058823528,False,98.5,422.5
Construction,1999Dec,276,1999-12-01,False,False,275.0,0.0036363636363636598,False,98.5,422.5
Construction,2000Jan,231,2000-01-01,False,False,276.0,-0.1630434782608695,False,98.5,422.5
Construction,2000Feb,325,2000-02-01,False,False,231.0,0.4069264069264069,False,98.5,422.5
Construction,2000Mar,439,2000-03-01,False,False,325.0,0.3507692307692307,True,98.5,422.5
Construction,2000Apr,313,2000-04-01,False,False,439.0,-0.2870159453302962,False,98.5,422.5
Construction,2000May,306,2000-05-01,False,False,313.0,-0.022364217252396124,False,98.5,422.5
Construction,2000Jun,320,2000-06-01,False,False,306.0,0.045751633986928164,False,98.5,422.5
Construction,2000Jul,333,2000-07-01,False,False,320.0,0.04062499999999991,False,98.5,422.5
Construction,2000Aug,276,2000-08-01,False,False,333.0,-0.1711711711711712,False,98.5,422.5
Construction,2000Sep,281,2000-09-01,False,False,276.0,0.018115942028985588,False,98.5,422.5
Construction,2000Oct,235,2000-10-01,False,False,281.0,-0.1637010676156584,False,98.5,422.5
Construction,2000Nov,239,2000-11-01,False,False,235.0,0.017021276595744705,False,98.5,422.5
Construction,2000Dec,200,2000-12-01,False,False,239.0,-0.16317991631799167,False,98.5,422.5
Construction,2001Jan,241,2001-01-01,False,False,200.0,0.20500000000000007,False,98.5,422.5
Construction,2001Feb,286,2001-02-01,False,False,241.0,0.18672199170124482,False,98.5,422.5
Construction,2001Mar,329,2001-03-01,False,False,286.0,0.15034965034965042,False,98.5,422.5
Construction,2001Apr,256,2001-04-01,False,False,329.0,-0.22188449848024316,False,98.5,422.5
Construction,2001May,247,2001-05-01,False,False,256.0,-0.03515625,False,98.5,422.5
Construction,2001Jun,221,2001-06-01,False,False,247.0,-0.10526315789473684,False,98.5,422.5
Construction,2001Jul,248,2001-07-01,False,False,221.0,0.12217194570135748,False,98.5,422.5
Construction,2001Aug,246,2001-08-01,False,False,248.0,-0.008064516129032251,False,98.5,422.5
Construction,2001Sep,197,2001-09-01,False,False,246.0,-0.19918699186991873,False,98.5,422.5
Construction,2001Oct,221,2001-10-01,False,False,197.0,0.12182741116751261,False,98.5,422.5
Construction,2001Nov,190,2001-11-01,False,False,221.0,-0.14027149321266963,False,98.5,422.5
Construction,2001Dec,174,2001-12-01,False,False,190.0,-0.08421052631578951,False,98.5,422.5
Construction,2002Jan,233,2002-01-01,False,False,174.0,0.3390804597701149,False,98.5,422.5
Construction,2002Feb,173,2002-02-01,False,False,233.0,-0.2575107296137339,False,98.5,422.5
Construction,2002Mar,245,2002-03-01,False,False,173.0,0.4161849710982659,False,98.5,422.5
Construction,2002Apr,240,2002-04-01,False,False,245.0,-0.020408163265306145,False,98.5,422.5
Construction,2002May,221,2002-05-01,False,False,240.0,-0.07916666666666672,False,98.5,422.5
Construction,2002Jun,183,2002-06-01,False,False,221.0,-0.17194570135746612,False,98.5,422.5
Construction,2002Jul,204,2002-07-01,False,False,183.0,0.11475409836065564,False,98.5,422.5
Construction,2002Aug,211,2002-08-01,False,False,204.0,0.03431372549019618,False,98.5,422.5
Construction,2002Sep,207,2002-09-01,False,False,211.0,-0.018957345971563955,False,98.5,422.5
Construction,2002Oct,219,2002-10-01,False,False,207.0,0.05797101449275366,False,98.5,422.5
Construction,2002Nov,144,2002-11-01,False,False,219.0,-0.34246575342465757,False,98.5,422.5
Construction,2002Dec,146,2002-12-01,False,False,144.0,0.01388888888888884,False,98.5,422.5
Construction,2003Jan,164,2003-01-01,False,False,146.0,0.12328767123287676,False,98.5,422.5
Construction,2003Feb,184,2003-02-01,False,False,164.0,0.12195121951219523,False,98.5,422.5
Construction,2003Mar,214,2003-03-01,False,False,184.0,0.16304347826086962,False,98.5,422.5
Construction,2003Apr,180,2003-04-01,False,False,214.0,-0.15887850467289721,False,98.5,422.5
Construction,2003May,213,2003-05-01,False,False,180.0,0.18333333333333335,False,98.5,422.5
Construction,2003Jun,191,2003-06-01,False,False,213.0,-0.10328638497652587,False,98.5,422.5
Construction,2003Jul,188,2003-07-01,False,False,191.0,-0.015706806282722474,False,98.5,422.5
Construction,2003Aug,171,2003-08-01,False,False,188.0,-0.09042553191489366,False,98.5,422.5
Construction,2003Sep,220,2003-09-01,False,False,171.0,0.2865497076023391,False,98.5,422.5
Construction,2003Oct,181,2003-10-01,False,False,220.0,-0.17727272727272725,False,98.5,422.5
Construction,2003Nov,171,2003-11-01,False,False,181.0,-0.05524861878453036,False,98.5,422.5
Construction,2003Dec,148,2003-12-01,False,False,171.0,-0.13450292397660824,False,98.5,422.5
Construction,2004Jan,162,2004-01-01,False,False,148.0,0.09459459459459452,False,98.5,422.5
Construction,2004Feb,205,2004-02-01,False,False,162.0,0.26543209876543217,False,98.5,422.5
Construction,2004Mar,218,2004-03-01,False,False,205.0,0.06341463414634152,False,98.5,422.5
Construction,2004Apr,233,2004-04-01,False,False,218.0,0.0688073394495412,False,98.5,422.5
Construction,2004May,185,2004-05-01,False,False,233.0,-0.20600858369098718,False,98.5,422.5
Construction,2004Jun,173,2004-06-01,False,False,185.0,-0.06486486486486487,False,98.5,422.5
Construction,2004Jul,191,2004-07-01,False,False,173.0,0.10404624277456653,False,98.5,422.5
Construction,2004Aug,186,2004-08-01,False,False,191.0,-0.02617801047120416,False,98.5,422.5
Construction,2004Sep,163,2004-09-01,False,False,186.0,-0.12365591397849462,False,98.5,422.5
Construction,2004Oct,177,2004-10-01,False,False,163.0,0.08588957055214719,False,98.5,422.5
Construction,2004Nov,141,2004-11-01,False,False,177.0,-0.2033898305084746,False,98.5,422.5
Construction,2004Dec,161,2004-12-01,False,False,141.0,0.14184397163120566,False,98.5,422.5
Construction,2005Jan,153,2005-01-01,False,False,161.0,-0.0496894409937888,False,98.5,422.5
Construction,2005Feb,141,2005-02-01,False,False,153.0,-0.07843137254901966,False,98.5,422.5
Construction,2005Mar,225,2005-03-01,False,False,141.0,0.5957446808510638,False,98.5,422.5
Construction,2005Apr,218,2005-04-01,False,False,225.0,-0.03111111111111109,False,98.5,422.5
Construction,2005May,196,2005-05-01,False,False,218.0,-0.1009174311926605,False,98.5,422.5
Construction,2005Jun,208,2005-06-01,False,False,196.0,0.061224489795918435,False,98.5,422.5
Construction,2005Jul,201,2005-07-01,False,False,208.0,-0.033653846153846145,False,98.5,422.5
Construction,2005Aug,184,2005-08-01,False,False,201.0,-0.08457711442786064,False,98.5,422.5
Construction,2005Sep,199,2005-09-01,False,False,184.0,0.08152173913043481,False,98.5,422.5
Construction,2005Oct,206,2005-10-01,False,False,199.0,0.035175879396984966,False,98.5,422.5
Construction,2005Nov,166,2005-11-01,False,False,206.0,-0.19417475728155342,False,98.5,422.5
Construction,2005Dec,193,2005-12-01,False,False,166.0,0.16265060240963858,False,98.5,422.5
Construction,2006Jan,160,2006-01-01,False,False,193.0,-0.17098445595854928,False,98.5,422.5
Construction,2006Feb,210,2006-02-01,False,False,160.0,0.3125,False,98.5,422.5
Construction,2006Mar,285,2006-03-01,False,False,210.0,0.3571428571428572,False,98.5,422.5
Construction,2006Apr,194,2006-04-01,False,False,285.0,-0.3192982456140351,False,98.5,422.5
Construction,2006May,230,2006-05-01,False,False,194.0,0.18556701030927836,False,98.5,422.5
Construction,2006Jun,224,2006-06-01,False,False,230.0,-0.02608695652173909,False,98.5,422.5
Construction,2006Jul,228,2006-07-01,False,False,224.0,0.017857142857142794,False,98.5,422.5
Construction,2006Aug,225,2006-08-01,False,False,228.0,-0.013157894736842146,False,98.5,422.5
Construction,2006Sep,229,2006-09-01,False,False,225.0,0.01777777777777767,False,98.5,422.5
Construction,2006Oct,229,2006-10-01,False,False,229.0,0.0,False,98.5,422.5
Construction,2006Nov,196,2006-11-01,False,False,229.0,-0.14410480349344978,False,98.5,422.5
Construction,2006Dec,190,2006-12-01,False,False,196.0,-0.030612244897959218,False,98.5,422.5
Construction,2007Jan,238,2007-01-01,False,False,190.0,0.2526315789473683,False,98.5,422.5
Construction,2007Feb,177,2007-02-01,False,False,238.0,-0.25630252100840334,False,98.5,422.5
Construction,2007Mar,288,2007-03-01,False,False,177.0,0.6271186440677967,False,98.5,422.5
Construction,2007Apr,280,2007-04-01,False,False,288.0,-0.02777777777777779,False,98.5,422.5
Construction,2007May,274,2007-05-01,False,False,280.0,-0.021428571428571463,False,98.5,422.5
Construction,2007Jun,288,2007-06-01,False,False,274.0,0.051094890510948954,False,98.5,422.5
Construction,2007Jul,258,2007-07-01,False,False,288.0,-0.10416666666666663,False,98.5,422.5
Construction,2007Aug,261,2007-08-01,False,False,258.0,0.011627906976744207,False,98.5,422.5
Construction,2007Sep,253,2007-09-01,False,False,261.0,-0.03065134099616862,False,98.5,422.5
Construction,2007Oct,298,2007-10-01,False,False,253.0,0.17786561264822143,False,98.5,422.5
Construction,2007Nov,231,2007-11-01,False,False,298.0,-0.22483221476510062,False,98.5,422.5
Construction,2007Dec,217,2007-12-01,False,False,231.0,-0.06060606060606055,False,98.5,422.5
Construction,2008Jan,276,2008-01-01,False,False,217.0,0.27188940092165903,False,98.5,422.5
Construction,2008Feb,222,2008-02-01,False,False,276.0,-0.19565217391304346,False,98.5,422.5
Construction,2008Mar,331,2008-03-01,False,False,222.0,0.4909909909909911,False,98.5,422.5
Construction,2008Apr,339,2008-04-01,False,False,331.0,0.024169184290030232,False,98.5,422.5
Construction,2008May,297,2008-05-01,False,False,339.0,-0.12389380530973448,False,98.5,422.5
Construction,2008Jun,279,2008-06-01,False,False,297.0,-0.06060606060606055,False,98.5,422.5
Construction,2008Jul,317,2008-07-01,False,False,279.0,0.1362007168458781,False,98.5,422.5
Construction,2008Aug,274,2008-08-01,False,False,317.0,-0.13564668769716093,False,98.5,422.5
Construction,2008Sep,289,2008-09-01,False,False,274.0,0.054744525547445244,False,98.5,422.5
Construction,2008Oct,256,2008-10-01,False,False,289.0,-0.11418685121107264,False,98.5,422.5
Construction,2008Nov,179,2008-11-01,False,False,256.0,-0.30078125,False,98.5,422.5
Construction,2008Dec,138,2008-12-01,False,False,179.0,-0.22905027932960897,False,98.5,422.5
Construction,2009Jan,224,2009-01-01,False,False,138.0,0.6231884057971016,False,98.5,422.5
Construction,2009Feb,267,2009-02-01,False,False,224.0,0.1919642857142858,False,98.5,422.5
Construction,2009Mar,329,2009-03-01,False,False,267.0,0.23220973782771526,False,98.5,422.5
Construction,2009Apr,257,2009-04-01,False,False,329.0,-0.21884498480243164,False,98.5,422.5
Construction,2009May,288,2009-05-01,False,False,257.0,0.12062256809338523,False,98.5,422.5
Construction,2009Jun,297,2009-06-01,False,False,288.0,0.03125,False,98.5,422.5
Construction,2009Jul,318,2009-07-01,False,False,297.0,0.07070707070707072,False,98.5,422.5
Construction,2009Aug,237,2009-08-01,False,False,318.0,-0.2547169811320755,False,98.5,422.5
Construction,2009Sep,263,2009-09-01,False,False,237.0,0.10970464135021096,False,98.5,422.5
Construction,2009Oct,287,2009-10-01,False,False,263.0,0.09125475285171092,False,98.5,422.5
Construction,2009Nov,211,2009-11-01,False,False,287.0,-0.264808362369338,False,98.5,422.5
Construction,2009Dec,228,2009-12-01,False,False,211.0,0.08056872037914697,False,98.5,422.5
Construction,2010Jan,279,2010-01-01,False,False,228.0,0.2236842105263157,False,98.5,422.5
Construction,2010Feb,234,2010-02-01,False,False,279.0,-0.16129032258064513,False,98.5,422.5
Construction,2010Mar,355,2010-03-01,False,False,234.0,0.517094017094017,False,98.5,422.5
Construction,2010Apr,326,2010-04-01,False,False,355.0,-0.08169014084507042,False,98.5,422.5
Construction,2010May,297,2010-05-01,False,False,326.0,-0.08895705521472397,False,98.5,422.5
Construction,2010Jun,297,2010-06-01,False,False,297.0,0.0,False,98.5,422.5
Construction,2010Jul,304,2010-07-01,False,False,297.0,0.023569023569023573,False,98.5,422.5
Construction,2010Aug,282,2010-08-01,False,False,304.0,-0.07236842105263153,False,98.5,422.5
Construction,2010Sep,280,2010-09-01,False,False,282.0,-0.007092198581560294,False,98.5,422.5
Construction,2010Oct,304,2010-10-01,False,False,280.0,0.08571428571428563,False,98.5,422.5
Construction,2010Nov,235,2010-11-01,False,False,304.0,-0.22697368421052633,False,98.5,422.5
Construction,2010Dec,266,2010-12-01,False,False,235.0,0.13191489361702136,False,98.5,422.5
Construction,2011Jan,289,2011-01-01,False,False,266.0,0.08646616541353391,False,98.5,422.5
Construction,2011Feb,257,2011-02-01,False,False,289.0,-0.11072664359861595,False,98.5,422.5
Construction,2011Mar,378,2011-03-01,False,False,257.0,0.4708171206225682,False,98.5,422.5
Construction,2011Apr,302,2011-04-01,False,False,378.0,-0.20105820105820105,False,98.5,422.5
Construction,2011May,278,2011-05-01,False,False,302.0,-0.07947019867549665,False,98.5,422.5
Construction,2011Jun,293,2011-06-01,False,False,278.0,0.05395683453237421,False,98.5,422.5
Construction,2011Jul,318,2011-07-01,False,False,293.0,0.0853242320819112,False,98.5,422.5
Construction,2011Aug,251,2011-08-01,False,False,318.0,-0.21069182389937102,False,98.5,422.5
Construction,2011Sep,279,2011-09-01,False,False,251.0,0.11155378486055767,False,98.5,422.5
Construction,2011Oct,243,2011-10-01,False,False,279.0,-0.12903225806451613,False,98.5,422.5
Construction,2011Nov,298,2011-11-01,False,False,243.0,0.22633744855967075,False,98.5,422.5
Construction,2011Dec,203,2011-12-01,False,False,298.0,-0.31879194630872487,False,98.5,422.5
Construction,2012Jan,269,2012-01-01,False,False,203.0,0.32512315270935965,False,98.5,422.5
Construction,2012Feb,336,2012-02-01,False,False,269.0,0.24907063197026025,False,98.5,422.5
Construction,2012Mar,332,2012-03-01,False,False,336.0,-0.011904761904761862,False,98.5,422.5
Construction,2012Apr,324,2012-04-01,False,False,332.0,-0.02409638554216864,False,98.5,422.5
Construction,2012May,280,2012-05-01,False,False,324.0,-0.13580246913580252,False,98.5,422.5
Construction,2012Jun,238,2012-06-01,False,False,280.0,-0.15000000000000002,False,98.5,422.5
Construction,2012Jul,287,2012-07-01,False,False,238.0,0.2058823529411764,False,98.5,422.5
Construction,2012Aug,266,2012-08-01,False,False,287.0,-0.07317073170731703,False,98.5,422.5
Construction,2012Sep,237,2012-09-01,False,False,266.0,-0.10902255639097747,False,98.5,422.5
Construction,2012Oct,288,2012-10-01,False,False,237.0,0.21518987341772156,False,98.5,422.5
Construction,2012Nov,243,2012-11-01,False,False,288.0,-0.15625,False,98.5,422.5
Construction,2012Dec,206,2012-12-01,False,False,243.0,-0.15226337448559668,False,98.5,422.5
Construction,2013Jan,301,2013-01-01,False,False,206.0,0.46116504854368934,False,98.5,422.5
Construction,2013Feb,212,2013-02-01,False,False,301.0,-0.29568106312292364,False,98.5,422.5
Construction,2013Mar,324,2013-03-01,False,False,212.0,0.5283018867924529,False,98.5,422.5
Construction,2013Apr,364,2013-04-01,False,False,324.0,0.1234567901234569,False,98.5,422.5
Construction,2013May,296,2013-05-01,False,False,364.0,-0.18681318681318682,False,98.5,422.5
Construction,2013Jun,274,2013-06-01,False,False,296.0,-0.07432432432432434,False,98.5,422.5
Construction,2013Jul,302,2013-07-01,False,False,274.0,0.10218978102189791,False,98.5,422.5
Construction,2013Aug,256,2013-08-01,False,False,302.0,-0.152317880794702,False,98.5,422.5
Construction,2013Sep,300,2013-09-01,False,False,256.0,0.171875,False,98.5,422.5
Construction,2013Oct,307,2013-10-01,False,False,300.0,0.023333333333333428,False,98.5,422.5
Construction,2013Nov,261,2013-11-01,False,False,307.0,-0.14983713355048855,False,98.5,422.5
Construction,2013Dec,242,2013-12-01,False,False,261.0,-0.07279693486590033,False,98.5,422.5
Construction,2014Jan,281,2014-01-01,False,False,242.0,0.16115702479338845,False,98.5,422.5
Construction,2014Feb,284,2014-02-01,False,False,281.0,0.01067615658362997,False,98.5,422.5
Construction,2014Mar,350,2014-03-01,False,False,284.0,0.232394366197183,False,98.5,422.5
Construction,2014Apr,351,2014-04-01,False,False,350.0,0.0028571428571428914,False,98.5,422.5
Construction,2014May,298,2014-05-01,False,False,351.0,-0.15099715099715094,False,98.5,422.5
Construction,2014Jun,300,2014-06-01,False,False,298.0,0.006711409395973256,False,98.5,422.5
Construction,2014Jul,337,2014-07-01,False,False,300.0,0.1233333333333333,False,98.5,422.5
Construction,2014Aug,295,2014-08-01,False,False,337.0,-0.12462908011869434,False,98.5,422.5
Construction,2014Sep,329,2014-09-01,False,False,295.0,0.11525423728813555,False,98.5,422.5
Construction,2014Oct,286,2014-10-01,False,False,329.0,-0.1306990881458967,False,98.5,422.5
Construction,2014Nov,248,2014-11-01,False,False,286.0,-0.13286713286713292,False,98.5,422.5
Construction,2014Dec,247,2014-12-01,False,False,248.0,-0.0040322580645161255,False,98.5,422.5
Construction,2015Jan,305,2015-01-01,False,False,247.0,0.23481781376518218,False,98.5,422.5
Construction,2015Feb,215,2015-02-01,False,False,305.0,-0.29508196721311475,False,98.5,422.5
Construction,2015Mar,304,2015-03-01,False,False,215.0,0.413953488372093,False,98.5,422.5
Construction,2015Apr,318,2015-04-01,False,False,304.0,0.046052631578947345,False,98.5,422.5
